cord_uid,doi,sha,pdf_json_files,pmc_json_files,title,trigger_terms,appositive_phrases
d9gpzmbi,10.1101/2021.03.22.21254104,35d700beea9e16e332c9790d38c03195c21fc36b,document_parses/pdf_json/35d700beea9e16e332c9790d38c03195c21fc36b.json,,"Differential effect of corticosteroid treatment on Influenza, SARS, MERS, and SARS-CoV-2 patients: A meta-analysis and systematic review",meta-analysis,"Differential effect of corticosteroid treatment on Influenza, SARS, MERS, and SARS-CoV-2 patients: A meta-analysis"
8a96k1t4,10.1007/s11468-022-01651-6,4b55687abde0448cf0bf2d06704bf8b892de93c6,document_parses/pdf_json/4b55687abde0448cf0bf2d06704bf8b892de93c6.json,,Photonic Quasi-Crystal Fiber-Based Plasmonic Biosensor: a Platform for Detection of Coronavirus,Platform,-Based Plasmonic Biosensor: a Platform
3eg372mr,10.1093/nar/gkab1029,36494b6e94f658311072549de6b0683a173f3058,document_parses/pdf_json/36494b6e94f658311072549de6b0683a173f3058.json,document_parses/pmc_json/PMC8728225.xml.json,ViRBase v3.0: a virus and host ncRNA-associated interaction repository with increased coverage and annotation,repository,ViRBase v3.0: a virus and host ncRNA-associated interaction repository
lk1lvdcy,10.1016/j.jcv.2022.105122,,,,"Evaluation of the sample-to-result, random access NeuMoDx platform for viral load testing of Cytomegalovirus and Epstein Barr virus in clinical specimens",platform,"Evaluation of the sample-to-result, random access NeuMoDx platform"
zzzkvvs4,10.21203/rs.3.rs-1068896/v1,,,,Combining and comparing regional epidemic dynamics in Italy: Bayesian meta-analysis of compartmental models and model assessment via Global Sensitivity Analysis (preprint),meta-analysis,Combining and comparing regional epidemic dynamics in Italy: Bayesian meta-analysis
zv2ryoh2,10.1016/j.metabol.2022.155196,0cc85f7cdb515f342b0c510b27166e146a8ef137; b7ef8bb8ad0b2dd738bac1ac63e926fc2b1cb6cd,document_parses/pdf_json/0cc85f7cdb515f342b0c510b27166e146a8ef137.json; document_parses/pdf_json/b7ef8bb8ad0b2dd738bac1ac63e926fc2b1cb6cd.json,document_parses/pmc_json/PMC8970613.xml.json,Preadmission use of antidiabetic medications and mortality among patients with COVID-19 having type 2 diabetes: A meta-analysis,meta-analysis,Preadmission use of antidiabetic medications and mortality among patients with COVID-19 having type 2 diabetes: A meta-analysis
z0pjmz8u,10.1186/s13063-021-05458-4,4c6318f2786bd34c1e3942eb552bc7acde96c5a5; 6623daa030ca88720ef83339ed6d7a31e45312b6,document_parses/pdf_json/4c6318f2786bd34c1e3942eb552bc7acde96c5a5.json; document_parses/pdf_json/6623daa030ca88720ef83339ed6d7a31e45312b6.json,document_parses/pmc_json/PMC8311065.xml.json,AGILE: a seamless phase I/IIa platform for the rapid evaluation of candidates for COVID-19 treatment: an update to the structured summary of a study protocol for a randomised platform trial letter,platform,: a seamless phase I/IIa platform
9lr927d3,10.1093/database/bau021,5fa8a1eb8fab8c225ab28402700a6c3aa950f2d6,document_parses/pdf_json/5fa8a1eb8fab8c225ab28402700a6c3aa950f2d6.json,document_parses/pmc_json/PMC3958617.xml.json,DBatVir: the database of bat-associated viruses,database,DBatVir: the database
npzzycis,10.1016/j.jinf.2020.05.052,7811d81b40da4aba995ff31049b9f404c3272c29,document_parses/pdf_json/7811d81b40da4aba995ff31049b9f404c3272c29.json,document_parses/pmc_json/PMC7255761.xml.json,Estimation of RAAS-Inhibitor effect on the COVID-19 outcome: A Meta-analysis,Meta-analysis,Estimation of RAAS-Inhibitor effect on the COVID-19 outcome: A Meta-analysis
4y6kcase,10.1038/s41431-022-01089-8,5a60c9b168d5173495e74138ed864ecf67751746; ac48069e86c708ab0471fcc7ce68d952bb8319e9,document_parses/pdf_json/5a60c9b168d5173495e74138ed864ecf67751746.json; document_parses/pdf_json/ac48069e86c708ab0471fcc7ce68d952bb8319e9.json,document_parses/pmc_json/PMC8960680.xml.json,Coronavirus Host Genetics South Africa (COHG-SA) database—a variant database for gene regions associated with SARS-CoV-2 outcomes,database,Host Genetics South Africa (COHG-SA) database; Host Genetics South Africa (COHG-SA) database—a variant database
vsurj19i,10.1177/20406223211070919,ce258c62edb0e4b2412ce2918003fb6fe7efb508,document_parses/pdf_json/ce258c62edb0e4b2412ce2918003fb6fe7efb508.json,document_parses/pmc_json/PMC9066626.xml.json,Changes of circulating biomarkers of inflammation and glycolipid metabolism by CPAP in OSA patients: a meta-analysis of time-dependent profiles,meta-analysis,Changes of circulating biomarkers of inflammation and glycolipid metabolism by CPAP in OSA patients: a meta-analysis
zo3bsyls,10.1109/access.2020.3011123,b753492a3d110157ed3c4af7fedca735a47bc572,document_parses/pdf_json/b753492a3d110157ed3c4af7fedca735a47bc572.json,document_parses/pmc_json/PMC8545340.xml.json,NeedFull – a Tweet Analysis Platform to Study Human Needs During the COVID-19 Pandemic in New York State,Platform,NeedFull – a Tweet Analysis Platform
77vrffwl,10.1016/j.jns.2021.119853,,,,Severe neurological manifestations of patients infected with the Sars-CoV-2: Registry in intensive care unit,Registry,Severe neurological manifestations of patients infected with the Sars-CoV-2: Registry
hcd83xky,10.1016/j.surge.2021.06.001,,,,Letter to the editor on the efficacy of remote virtual care in comparison to traditional clinical visits for elective orthopaedic patients: A meta-analysis of prospective randomised controlled trials.,meta-analysis,Letter to the editor on the efficacy of remote virtual care in comparison to traditional clinical visits for elective orthopaedic patients: A meta-analysis
cufa531t,10.1016/j.neuroimage.2022.119204,,,,Delay activity during visual working memory: A meta-analysis of 30 fMRI experiments,meta-analysis,Delay activity during visual working memory: A meta-analysis
y4uv855h,10.7759/cureus.21256,,,,The Impact of Mobile Health Interventions on Antenatal and Postnatal Care Utilization in Low- and Middle-Income Countries: A Meta-Analysis,Meta-Analysis,The Impact of Mobile Health Interventions on Antenatal and Postnatal Care Utilization in Low- and Middle-Income Countries: A Meta-Analysis
wk1duzer,10.1093/ofid/ofab394,,,,Expression of Concern: “Meta-analysis of Randomized Trials of Ivermectin to Treat SARS-CoV-2 Infection”,Meta-analysis,Expression of Concern: “Meta-analysis
bo215gm9,10.1093/nar/gkw1095,fca7adbc5fdaeba0fedd1201e496704b1a888556,document_parses/pdf_json/fca7adbc5fdaeba0fedd1201e496704b1a888556.json,document_parses/pmc_json/PMC5210568.xml.json,MRPrimerV: a database of PCR primers for RNA virus detection,database,MRPrimerV: a database
w90s952l,10.1016/j.jinf.2022.03.020,cd9f9a98f7e97140677c8f7b6dcf2152441b2a6b,document_parses/pdf_json/cd9f9a98f7e97140677c8f7b6dcf2152441b2a6b.json,document_parses/pmc_json/PMC8944116.xml.json,Protective trend of anti-androgen therapy during the COVID-19 pandemic: a meta-analysis,meta-analysis,Protective trend of anti-androgen therapy during the COVID-19 pandemic: a meta-analysis
j3l0a9od,10.1093/ofid/ofac107,23928b50542f342781093a6f5c259c02f66a37b9,document_parses/pdf_json/23928b50542f342781093a6f5c259c02f66a37b9.json,document_parses/pmc_json/PMC9125303.xml.json,Dolutegravir Monotherapy as Maintenance Strategy: A Meta-Analysis of Individual Participant Data From Randomized Controlled Trials,Meta-Analysis,Dolutegravir Monotherapy as Maintenance Strategy: A Meta-Analysis
jpenhh92,10.1101/2020.09.16.20194571,,,,Mortality outcomes with hydroxychloroquine and chloroquine in COVID-19: an international collaborative meta-analysis of randomized trials,meta-analysis,Mortality outcomes with hydroxychloroquine and chloroquine in COVID-19: an international collaborative meta-analysis
vr18rwu7,10.3390/diagnostics12040972,34d07eb447faa19f542d6b85767c3bfb49597f8f,document_parses/pdf_json/34d07eb447faa19f542d6b85767c3bfb49597f8f.json,document_parses/pmc_json/PMC9029949.xml.json,Smartphone-Enabled versus Conventional Otoscopy in Detecting Middle Ear Disease: A Meta-Analysis,Meta-Analysis,Smartphone-Enabled versus Conventional Otoscopy in Detecting Middle Ear Disease: A Meta-Analysis
3jzj1i2q,10.1007/s41347-020-00177-0,c0acbb5f11431ca6fe091dc438e3da7ea523e3c3,document_parses/pdf_json/c0acbb5f11431ca6fe091dc438e3da7ea523e3c3.json,document_parses/pmc_json/PMC7670840.xml.json,Social Skills Training for Autism Spectrum Disorder: a Meta-analysis of In-person and Technological Interventions,Meta-analysis,Social Skills Training for Autism Spectrum Disorder: a Meta-analysis
zneikkzj,10.1016/j.ijcha.2022.100975,,,,Clinical and angiographic success and safety comparison of coronary intravascular lithotripsy: An updated meta-analysis,meta-analysis,success and safety comparison of coronary intravascular lithotripsy: An updated meta-analysis
ofvmt6kl,10.1186/s42269-022-00733-z,e7fd0ead9893ab8ed41cd639813e500315acdc09,document_parses/pdf_json/e7fd0ead9893ab8ed41cd639813e500315acdc09.json,document_parses/pmc_json/PMC8894565.xml.json,Association of inflammatory biomarker abnormalities with mortality in COVID-19: a meta-analysis,meta-analysis,Association of inflammatory biomarker abnormalities with mortality in COVID-19: a meta-analysis
udb49od1,10.1109/iscas51556.2021.9401362,,,,"H-Watch: An Open, Connected Platform for AI-Enhanced COVID19 Infection Symptoms Monitoring and Contact Tracing",Platform,"H-Watch: An Open, Connected Platform"
ujhgb3b0,10.1093/nar/gkm754,85c04886b69b27eeddd4a72c74e2e1727a80598f,document_parses/pdf_json/85c04886b69b27eeddd4a72c74e2e1727a80598f.json,document_parses/pmc_json/PMC2238867.xml.json,CoVDB: a comprehensive database for comparative analysis of coronavirus genes and genomes,database,CoVDB: a comprehensive database
czbivh9d,10.1016/j.msard.2022.103774,2e1dc35e64de49f61c9cf9d72dcf37b71b297610,document_parses/pdf_json/2e1dc35e64de49f61c9cf9d72dcf37b71b297610.json,document_parses/pmc_json/PMC8956358.xml.json,The psychological impact of Covid-19 pandemic on people with Multiple Sclerosis: a meta-analysis,meta-analysis,people with Multiple Sclerosis: a meta-analysis
c3ci30ja,10.3389/fnins.2022.845737,,,,The Effect and Optimal Parameters of Repetitive Transcranial Magnetic Stimulation on Poststroke Dysphagia: A Meta-Analysis of Randomized Controlled Trials,Meta-Analysis,Effect and Optimal Parameters of Repetitive Transcranial Magnetic Stimulation on Poststroke Dysphagia: A Meta-Analysis
8qhtdayh,10.1016/j.medcli.2022.03.013,3a83b444d51dc3eb05929191b748d885eb719120,document_parses/pdf_json/3a83b444d51dc3eb05929191b748d885eb719120.json,,Effectiveness of corticosteroids to treat coronavirus disease 2019 symptoms: A meta-analysis,meta-analysis,Effectiveness of corticosteroids to treat coronavirus disease 2019 symptoms: A meta-analysis
0707skqc,10.1186/s12859-020-03915-6,b1ffe6d0129e8d33160b62d7bace0af3254e6c34,document_parses/pdf_json/b1ffe6d0129e8d33160b62d7bace0af3254e6c34.json,document_parses/pmc_json/PMC7788535.xml.json,"Modeling drug mechanism of action with large scale gene-expression profiles using GPAR, an artificial intelligence platform",platform,"expression profiles using GPAR, an artificial intelligence platform"
kuh2ym7s,10.1016/j.pcd.2021.11.002,10e709c9ae66483d0ed2a31c88c05023096f9e6c,document_parses/pdf_json/10e709c9ae66483d0ed2a31c88c05023096f9e6c.json,document_parses/pmc_json/PMC8585608.xml.json,Impact of diabetes mellitus on COVID-19 clinical symptoms and mortality: Jakarta’s COVID-19 epidemiological registry,registry,Impact of diabetes mellitus on COVID-19 clinical symptoms and mortality: Jakarta’s COVID-19 epidemiological registry
q058si0i,10.1186/s13019-021-01648-y,952707c8a9393aa687c94ac3f3fd9b67316543bf,document_parses/pdf_json/952707c8a9393aa687c94ac3f3fd9b67316543bf.json,document_parses/pmc_json/PMC8451725.xml.json,Anterolateral minithoracotomy versus median sternotomy for the surgical treatment of atrial septal defects: a meta-analysis and systematic review,meta-analysis,Anterolateral minithoracotomy versus median sternotomy for the surgical treatment of atrial septal defects: a meta-analysis
6hoe00wg,10.1016/j.snb.2021.130998,4ba9222a2897974b95863f25ec0dffefb14917ca,document_parses/pdf_json/4ba9222a2897974b95863f25ec0dffefb14917ca.json,document_parses/pmc_json/PMC8550893.xml.json,"Monolithic, 3D-Printed Lab-on-Disc Platform for Multiplexed Molecular Detection of SARS-CoV-2",Platform,"Monolithic, 3D-Printed Lab-on-Disc Platform"
w4ze158q,10.1101/2020.04.17.20069773,,,,The role of corticosteroids in the management of critically ill patients with coronavirus disease 2019 (COVID-19): A meta-analysis,meta-analysis,The role of corticosteroids in the management of critically ill patients with coronavirus disease 2019 (COVID-19): A meta-analysis
937d3hwp,10.1182/blood.2020010529,a36440960cd0058c4b1977be5697b8e281351153,document_parses/pdf_json/a36440960cd0058c4b1977be5697b8e281351153.json,,Post-Discharge Thromboembolic Outcomes and Mortality of Hospitalized COVID-19 Patients: The CORE-19 Registry,Registry,-Discharge Thromboembolic Outcomes and Mortality of Hospitalized COVID-19 Patients: The CORE-19 Registry
nlszf8ym,10.1186/s40249-021-00901-9,9306b86b08cec62d34224f1d26224de29430bf16,document_parses/pdf_json/9306b86b08cec62d34224f1d26224de29430bf16.json,document_parses/pmc_json/PMC8446477.xml.json,The incubation period of COVID-19: a global meta-analysis of 53 studies and a Chinese observation study of 11 545 patients,meta-analysis,The incubation period of COVID-19: a global meta-analysis
xp92a48g,10.3390/molecules27031112,c33f54c4c71374cc5fefe08130915c0ae93ad0e3,document_parses/pdf_json/c33f54c4c71374cc5fefe08130915c0ae93ad0e3.json,document_parses/pmc_json/PMC8839373.xml.json,Pyrazine and Phenazine Heterocycles: Platforms for Total Synthesis and Drug Discovery,Platforms,Pyrazine and Phenazine Heterocycles: Platforms
j8fblnlw,10.3390/vaccines10040596,00d6173eb2929c84edafac69873f07d27db1134d,document_parses/pdf_json/00d6173eb2929c84edafac69873f07d27db1134d.json,document_parses/pmc_json/PMC9030038.xml.json,"Safety of Global SARS-CoV-2 Vaccines, a Meta-Analysis",Meta-Analysis,"Safety of Global SARS-CoV-2 Vaccines, a Meta-Analysis"
r1ymzk6n,10.1101/2020.05.03.20089201,c3373f2e80a79fa164ec1652e020ff35de303847,document_parses/pdf_json/c3373f2e80a79fa164ec1652e020ff35de303847.json,,A note on COVID-19 seroprevalence studies: a meta-analysis using hierarchical modelling,meta-analysis,A note on COVID-19 seroprevalence studies: a meta-analysis
gudit3bg,10.1371/journal.pone.0260044,b66a530d549ea234905c21ade8d2769b325abb5c,document_parses/pdf_json/b66a530d549ea234905c21ade8d2769b325abb5c.json,document_parses/pmc_json/PMC8598020.xml.json,Cost-effectiveness analysis protocol of the Smart Triage program: A point-of-care digital triage platform for pediatric sepsis in Eastern Uganda,platform,-effectiveness analysis protocol of the Smart Triage program: A point-of-care digital triage platform
t4fxqcwd,10.12200/j.issn.1003-0034.2022.04.018,,,,[Femoral head necrosis rate and risk factors after internal fixation of femoral neck fracture:a Meta-analysis],Meta-analysis,rate and risk factors after internal fixation of femoral neck fracture:a Meta-analysis
d918jzwm,10.1007/s10648-021-09656-z,7b2c62e68f1d7b711ac7c37b7162ce40b40b4eb1,document_parses/pdf_json/7b2c62e68f1d7b711ac7c37b7162ce40b40b4eb1.json,document_parses/pmc_json/PMC8784251.xml.json,Refutation Text Facilitates Learning: a Meta-Analysis of Between-Subjects Experiments,Meta-Analysis,Refutation Text Facilitates Learning: a Meta-Analysis
b6vxsi9j,10.3389/fphar.2022.850221,debe3a790fde1e30cb0cc8c961b010d125dd3f09,document_parses/pdf_json/debe3a790fde1e30cb0cc8c961b010d125dd3f09.json,document_parses/pmc_json/PMC9022100.xml.json,Comparative Efficacy of Chinese Herbal Injections for Septic Shock: A Bayesian Network Meta-Analysis of Randomized Controlled Trials,Meta-Analysis,Comparative Efficacy of Chinese Herbal Injections for Septic Shock: A Bayesian Network Meta-Analysis
4sxe7s03,10.1101/2020.04.26.20080580,20288540e0233f4a7fb120790f6a96ee9343b941,document_parses/pdf_json/20288540e0233f4a7fb120790f6a96ee9343b941.json,,Liver Chemistries in COVID-19 Patients with Survival or Death: A Meta-Analysis,Meta-Analysis,Liver Chemistries in COVID-19 Patients with Survival or Death: A Meta-Analysis
frantb60,10.1186/s40001-022-00694-z,2c948d637947c40d8a0506d76de2deeec516df4f,document_parses/pdf_json/2c948d637947c40d8a0506d76de2deeec516df4f.json,document_parses/pmc_json/PMC9125011.xml.json,Zinc supplementation and COVID-19 mortality: a meta-analysis,meta-analysis,Zinc supplementation and COVID-19 mortality: a meta-analysis
gzzdyb2j,10.3947/ic.2020.0136,0359b21bba49c9e79391c84c4cd98211149a69ee,document_parses/pdf_json/0359b21bba49c9e79391c84c4cd98211149a69ee.json,document_parses/pmc_json/PMC8032911.xml.json,Comparison of Comorbidities in Relation to Critical Conditions among Coronavirus Disease 2019 Patients: A Network Meta-Analysis,Meta-Analysis,Comparison of Comorbidities in Relation to Critical Conditions among Coronavirus Disease 2019 Patients: A Network Meta-Analysis
v5y843ny,10.1101/2021.03.23.21254054,9ea76438f6ce2959b600446e6baebc4bd9988bbd,document_parses/pdf_json/9ea76438f6ce2959b600446e6baebc4bd9988bbd.json,,Tocilizumab in hospitalized COVID-19 patients: A meta-analysis of randomized controlled trials,meta-analysis,Tocilizumab in hospitalized COVID-19 patients: A meta-analysis
vwt7cm0i,10.1080/0167482x.2021.1929162,,,,Prevalence of anxiety and depression among pregnant women during the COVID-19 pandemic: a meta-analysis.,meta-analysis,Prevalence of anxiety and depression among pregnant women during the COVID-19 pandemic: a meta-analysis
lom018ud,10.3390/s22051738,ab4a1c23399c92ec12a37bdb70f37bddc5f4ac2e,document_parses/pdf_json/ab4a1c23399c92ec12a37bdb70f37bddc5f4ac2e.json,document_parses/pmc_json/PMC8915050.xml.json,ColaborAtiva: A Platform Based on Gamified Collaborative Practices to Prevent Pressure Injuries for Wheelchair Users,Platform,ColaborAtiva: A Platform
67l5cgas,10.3389/fendo.2021.779692,bb9608465cfe4b49d214078c74733b515b609228,document_parses/pdf_json/bb9608465cfe4b49d214078c74733b515b609228.json,document_parses/pmc_json/PMC8763686.xml.json,The Association Between COVID-19 and Thyroxine Levels: A Meta-Analysis,Meta-Analysis,The Association Between COVID-19 and Thyroxine Levels: A Meta-Analysis
mdw7rcxr,10.5603/cj.a2021.0168,e04bd2176060bea285ea0315bf544463ee37214a,document_parses/pdf_json/e04bd2176060bea285ea0315bf544463ee37214a.json,document_parses/pmc_json/PMC8747824.xml.json,Impact of COVID-19 on in-hospital cardiac arrest outcomes: An updated meta-analysis,meta-analysis,Impact of COVID-19 on in-hospital cardiac arrest outcomes: An updated meta-analysis
p0ts2i3j,10.1038/s41598-021-91205-3,b5faba40e0a4b78fe5e4afb54b7c2038ad1008ff,document_parses/pdf_json/b5faba40e0a4b78fe5e4afb54b7c2038ad1008ff.json,document_parses/pmc_json/PMC8184740.xml.json,Diurnal preference and depressive symptomatology: a meta-analysis,meta-analysis,Diurnal preference and depressive symptomatology: a meta-analysis
fsixhhcf,10.3390/ijerph19084884,,,document_parses/pmc_json/PMC9031621.xml.json,Effects of Forest-Based Interventions on Mental Health: A Meta-Analysis of Randomized Controlled Trials,Meta-Analysis,Effects of Forest-Based Interventions on Mental Health: A Meta-Analysis
5800z7h0,10.1101/2020.04.13.20064295,,,,Benefits and Risks of Chloroquine and Hydroxychloroquine in The Treatment of Viral Diseases: A Meta-Analysis of Placebo Randomized Controlled Trials,Meta-Analysis,Benefits and Risks of Chloroquine and Hydroxychloroquine in The Treatment of Viral Diseases: A Meta-Analysis
pdmqvq8w,10.1016/j.ejim.2022.04.004,de38fbeb372a16ee8821ecf0ec7b57b7dabdb14d; ec121ebdd8a26af4383b017ce7d01c162abc3988,document_parses/pdf_json/de38fbeb372a16ee8821ecf0ec7b57b7dabdb14d.json; document_parses/pdf_json/ec121ebdd8a26af4383b017ce7d01c162abc3988.json,document_parses/pmc_json/PMC8986475.xml.json,Interleukin-6 inhibitors reduce mortality in coronavirus disease-2019: An individual patient data meta-analysis from randomized controlled trials,meta-analysis,An individual patient data meta-analysis
mi8d5hvx,10.1093/ije/dyab027,4d17e9ce4d485d3dd862cb2337847836c1f13157,document_parses/pdf_json/4d17e9ce4d485d3dd862cb2337847836c1f13157.json,document_parses/pmc_json/PMC8128459.xml.json,Data Resource Profile: COVerAGE-DB: a global demographic database of COVID-19 cases and deaths,database,: COVerAGE-DB: a global demographic database
6p9fxlf9,10.1093/nar/gkab894,342850406988ea8e461d3bcbd284d28a4d6702bd,document_parses/pdf_json/342850406988ea8e461d3bcbd284d28a4d6702bd.json,document_parses/pmc_json/PMC8728219.xml.json,VThunter: a database for single-cell screening of virus target cells in the animal kingdom,database,VThunter: a database
8cixsjrf,10.1093/nar/gkm925,0cea2b0d9b7187e2c5a596ed433be46208186d32,document_parses/pdf_json/0cea2b0d9b7187e2c5a596ed433be46208186d32.json,document_parses/pmc_json/PMC2238845.xml.json,IDBD: Infectious Disease Biomarker Database,Database,IDBD: Infectious Disease Biomarker Database
yu5iito6,10.1093/eurheartj/ehaa280,c0ba1d9eed0e64b3e3c13c2d0d0d87e64cf18634,document_parses/pdf_json/c0ba1d9eed0e64b3e3c13c2d0d0d87e64cf18634.json,,CAPACITY-COVID: a European registry to determine the role of cardiovascular disease in the COVID-19 pandemic,registry,CAPACITY-COVID: a European registry
76yd1rkb,10.3389/fmed.2021.773461,cc292a1808efe1d318e33072e9fad7470744b7f0,document_parses/pdf_json/cc292a1808efe1d318e33072e9fad7470744b7f0.json,document_parses/pmc_json/PMC8720923.xml.json,"CytoSorb Therapy in COVID-19 (CTC) Patients Requiring Extracorporeal Membrane Oxygenation: A Multicenter, Retrospective Registry",Registry,"Oxygenation: A Multicenter, Retrospective Registry"
9qlndtuo,10.1186/s12890-019-0990-8,9a8ffdaee3a800f0e6867b63ffd109e9c30621b8,document_parses/pdf_json/9a8ffdaee3a800f0e6867b63ffd109e9c30621b8.json,document_parses/pmc_json/PMC6921474.xml.json,Efficacy of glucocorticoids for the treatment of macrolide refractory mycoplasma pneumonia in children: meta-analysis of randomized controlled trials,meta-analysis,Efficacy of glucocorticoids for the treatment of macrolide refractory mycoplasma pneumonia in children: meta-analysis
1x9t6bcp,10.1007/s42399-021-01014-y,b67c3960fc9a72993799c31943013b356eadb015,document_parses/pdf_json/b67c3960fc9a72993799c31943013b356eadb015.json,document_parses/pmc_json/PMC8346348.xml.json,Evaluation of the Treatment Efficacy and Safety of Remdesivir for COVID-19: a Meta-analysis,Meta-analysis,Evaluation of the Treatment Efficacy and Safety of Remdesivir for COVID-19: a Meta-analysis
ka87guqb,10.20452/pamw.16233,,,,Post-COVID-19 complications in hospitalized and non-hospitalized patients: the Silesian complications of the COVID-19 (SILCOV-19) database,database,: the Silesian complications of the COVID-19 (SILCOV-19) database
fasdm6l9,10.1016/s0735-1097(22)03047-9,,,,SYSTEMATIC REVIEW AND META-ANALYSIS OF REMDESIVIR AND BRADYCARDIA IN PATIENTS WITH COVID-19,META-ANALYSIS,SYSTEMATIC REVIEW AND META-ANALYSIS
dsnniuo6,10.1101/2020.05.18.20102509,30af6422cd27526527c45fcedc0418a6f8388d74,document_parses/pdf_json/30af6422cd27526527c45fcedc0418a6f8388d74.json,,"Low blood sodium increases risk and severity of COVID-19: a systematic review, meta-analysis and retrospective cohort study",meta-analysis,": a systematic review, meta-analysis"
ldc5qxs8,10.15252/msb.202110851,,,,"COVID‐19 Disease Map, a computational knowledge repository of virus‐host interaction mechanisms",repository,"COVID‐19 Disease Map, a computational knowledge repository"
n37l75fu,10.1200/cci.21.00141,49ccd01b7403f1ac3a6a3b9a23dc87c437e2505e,document_parses/pdf_json/49ccd01b7403f1ac3a6a3b9a23dc87c437e2505e.json,document_parses/pmc_json/PMC8932482.xml.json,"HealthTree Cure Hub: A Patient-Derived, Patient-Driven Clinical Cancer Information Platform Used to Overcome Hurdles and Accelerate Research in Multiple Myeloma",Platform,"HealthTree Cure Hub: A Patient-Derived, Patient-Driven Clinical Cancer Information Platform"
kvpfh8qb,10.1101/2020.10.24.20218974,,,,"Low serum vitamin D level and COVID-19 infection and outcomes, a multivariate meta-analysis",meta-analysis,"level and COVID-19 infection and outcomes, a multivariate meta-analysis"
05sk3n0h,10.1111/1756-185x.14332,,,,COVID-19 outcomes among rheumatic disease patients in Kuwait: Data from the COVID-19 Global Rheumatology Alliance (C19-GRA) physician registry,registry,COVID-19 Global Rheumatology Alliance (C19-GRA) physician registry
usvd9all,10.3390/ijerph182010978,5a79f6d2d237b3b1f86e34f1c8a4515b684947a3,document_parses/pdf_json/5a79f6d2d237b3b1f86e34f1c8a4515b684947a3.json,document_parses/pmc_json/PMC8535371.xml.json,Prevalence of Anxiety in Dental Students during the COVID-19 Outbreak: A Meta-Analysis,Meta-Analysis,Prevalence of Anxiety in Dental Students during the COVID-19 Outbreak: A Meta-Analysis
vf8pssoa,10.3390/nu12123715,3992da1c201602ef39ec199e52d2d0585b6b6282,document_parses/pdf_json/3992da1c201602ef39ec199e52d2d0585b6b6282.json,document_parses/pmc_json/PMC7761494.xml.json,Management Accounting for Healthy Nutrition Education: Meta-Analysis,Meta-Analysis,Management Accounting for Healthy Nutrition Education: Meta-Analysis
7zcrp4ca,10.15252/msb.202110387,447f4f3df95dc6ca4250c200bff8234fce0f14cb; 14fa457824690820a5130135ad41954cf14f3710,document_parses/pdf_json/447f4f3df95dc6ca4250c200bff8234fce0f14cb.json; document_parses/pdf_json/14fa457824690820a5130135ad41954cf14f3710.json,document_parses/pmc_json/PMC8524328.xml.json,"COVID19 Disease Map, a computational knowledge repository of virus–host interaction mechanisms",repository,"COVID19 Disease Map, a computational knowledge repository"
tsp1rjgo,10.3389/fphar.2021.610745,78e308202feb487679319cfa688b164e9088b117,document_parses/pdf_json/78e308202feb487679319cfa688b164e9088b117.json,document_parses/pmc_json/PMC8176116.xml.json,Efficacy of Chinese Herbal Injections for Elderly Patients With pneumonia—A Bayesian Network Meta-analysis of Randomized Control Trials,Meta-analysis,Efficacy of Chinese Herbal Injections for Elderly Patients With pneumonia—A Bayesian Network Meta-analysis
qwzktglj,10.3389/fpsyt.2021.760911,ed0bffbc27c8125a4d666d2f074556153bd24c37,document_parses/pdf_json/ed0bffbc27c8125a4d666d2f074556153bd24c37.json,document_parses/pmc_json/PMC8818673.xml.json,Prevalence of Internet Gaming Disorder in Medical Students: A Meta-Analysis,Meta-Analysis,Prevalence of Internet Gaming Disorder in Medical Students: A Meta-Analysis
xlwsj3v2,10.3390/plants9070842,27389d1ce5f31640aa397a182cebea25459ee164,document_parses/pdf_json/27389d1ce5f31640aa397a182cebea25459ee164.json,document_parses/pmc_json/PMC7411908.xml.json,Plant Molecular Farming: A Viable Platform for Recombinant Biopharmaceutical Production,Platform,Plant Molecular Farming: A Viable Platform
4m3xovu5,10.3389/fmed.2021.798294,,,,Efficacy Comparison of Pulsed Dye Laser vs. Microsecond 1064-nm Neodymium:Yttrium-Aluminum-Garnet Laser in the Treatment of Rosacea: A Meta-Analysis,Meta-Analysis,Efficacy Comparison of Pulsed Dye Laser vs. Microsecond 1064-nm Neodymium:Yttrium-Aluminum-Garnet Laser in the Treatment of Rosacea: A Meta-Analysis
l8tx7tyy,10.1093/nar/gkr1147,6edbfac15ca59eb0e18859543190088f7a52112e,document_parses/pdf_json/6edbfac15ca59eb0e18859543190088f7a52112e.json,document_parses/pmc_json/PMC3245049.xml.json,VIRsiRNAdb: a curated database of experimentally validated viral siRNA/shRNA,database,VIRsiRNAdb: a curated database
66h8i32y,10.1007/s11065-021-09532-1,,,,Neuropsychological Interventions for Cancer-Related Cognitive Impairment: A Network Meta-Analysis of Randomized Controlled Trials,Meta-Analysis,Neuropsychological Interventions for Cancer-Related Cognitive Impairment: A Network Meta-Analysis
km4g6y1m,10.1101/2020.06.07.20124610,,,,Relationship Between Blood Group and Risk of Infection and Death in COVID-19: a live Meta-Analysis,Meta-Analysis,Relationship Between Blood Group and Risk of Infection and Death in COVID-19: a live Meta-Analysis
